bitmap_index,sx,sy,sw,sh,ox,oy
0,1117,1053,145,169,-4,-1
0,1262,1057,147,171,-2,-1
0,1409,1057,146,147,0,-10
0,1555,1047,138,146,-5,-8
0,1693,974,134,156,-9,-9
0,1827,906,133,157,-7,-8
0,0,1072,130,169,-7,-3
0,130,1072,131,146,-4,-8
0,261,1038,137,142,1,-9
0,398,1040,145,144,2,-8
0,543,1169,140,142,-1,-8
0,683,1165,134,156,-5,-2
0,817,1165,136,168,-5,0
0,953,1166,134,170,-4,4
0,1087,1222,134,182,-2,10
0,1221,1228,131,145,-3,-8
0,1352,1228,140,142,2,-8
0,1492,1204,147,145,5,-7
0,1639,1193,141,163,2,-4
0,1780,1130,139,165,1,-2
0,1919,1063,124,150,5,-5
0,0,1241,123,157,3,-3
0,123,1241,121,154,-10,-2
0,244,1218,122,158,-11,0
0,366,1184,120,155,-10,-2
0,486,1311,133,165,-13,2
0,619,1321,131,165,-12,1
0,750,1333,132,165,-13,2
0,882,1336,127,151,-7,-4
0,1009,1404,122,150,-6,-4
0,1131,1404,115,152,-7,-4
0,1246,1373,131,161,-13,-1
0,1377,1370,128,163,-12,-1
0,1505,1349,132,161,-13,-1
0,1637,1356,105,161,2,-4
0,1742,1356,101,158,2,1
0,1843,1295,111,184,5,-13
0,0,1398,113,172,0,1
0,113,1398,113,172,0,1
0,226,1395,114,173,0,1
0,340,1376,127,150,-15,-4
0,467,1476,126,150,-11,-3
0,593,1486,118,150,-10,-4
0,711,1498,138,163,-16,0
0,849,1498,137,162,-16,0
0,986,1554,139,162,-16,-1
0,1125,1556,95,176,5,8
0,1220,1556,96,169,5,4
0,1316,1534,98,171,6,5
0,1414,1533,101,190,4,12
0,1515,1510,102,190,4,12
0,1617,1517,105,192,4,13
0,1722,1517,123,154,0,0
0,1845,1479,137,148,0,0
0,0,1570,138,141,0,0
0,138,1570,144,294,0,0
0,282,1568,179,278,0,0
0,461,1636,185,273,0,0
0,646,1661,174,265,0,0
0,820,1716,180,227,0,0
0,1000,1732,170,202,0,0
0,1170,1732,186,207,0,0
0,1356,1723,178,208,0,0
0,1534,1709,177,212,0,0
0,1711,1709,177,179,0,0
0,0,1864,185,179,0,0
0,185,1864,180,174,0,0
1,0,0,105,160,8,3
1,105,0,109,168,9,6
1,214,0,111,166,9,5
1,325,0,111,168,8,7
1,436,0,108,158,7,0
1,544,0,113,148,0,0
1,657,0,140,138,-8,-5
1,797,0,372,367,-7,-4
1,1169,0,371,370,-9,-3
1,1540,0,132,135,-7,-5
1,1672,0,130,131,-7,-7
1,1802,0,128,131,-7,-4
1,0,168,123,133,-8,1
1,123,168,124,132,-10,2
1,247,168,116,153,-5,3
1,363,168,113,120,1,16
1,476,158,116,130,1,15
1,592,148,122,135,1,10
1,714,367,125,144,3,8
1,839,367,130,151,-1,0
1,969,367,130,136,-8,2
1,1099,370,106,143,6,-6
1,1205,370,103,137,7,-9
1,1308,370,105,136,6,-10
1,1413,370,102,136,6,-10
1,1515,370,109,139,4,-10
1,1624,135,128,142,-13,-8
1,1752,131,163,136,-22,3
1,0,321,391,372,-23,4
1,391,511,386,379,-22,6
1,777,518,145,165,-20,16
1,922,518,146,173,-19,19
1,1068,513,140,185,-19,26
1,1208,507,132,193,-15,30
1,1340,506,114,198,-6,30
1,1454,509,111,212,0,25
1,1565,509,110,120,10,17
1,1675,277,114,115,7,16
1,1789,267,116,114,6,15
1,1905,267,119,114,2,13
1,0,693,120,124,0,7
1,120,693,120,126,-5,-1
1,240,693,114,165,6,3
1,354,890,111,170,7,6
1,465,890,113,174,8,8
1,578,890,112,171,7,8
1,690,890,116,171,4,7
1,806,691,129,164,4,4
1,935,691,118,159,11,-3
1,1053,704,360,403,8,1
1,1413,721,360,405,8,2
1,1773,392,121,158,8,7
1,1894,381,119,170,8,13
1,0,817,120,173,8,20
1,120,858,124,168,6,22
1,244,1060,128,176,8,37
1,372,1064,125,188,6,31
1,497,1064,127,120,6,17
1,624,1061,126,127,0,16
1,750,1061,129,141,0,11
1,879,855,133,149,-1,4
1,1012,1107,134,158,-1,0
1,1146,1107,138,137,4,8
1,1284,1107,118,154,16,0
1,1402,1126,122,150,20,-1
1,1524,1126,127,154,22,0
1,1651,1126,124,150,19,-2
1,1775,550,118,148,11,-4
1,1893,551,129,151,0,-2
1,0,1026,193,115,-20,4
1,193,1252,429,353,-17,9
1,622,1265,424,355,-15,10
1,1046,1265,183,115,-15,7
1,1229,1276,182,128,-15,14
1,1411,1280,178,127,-12,14
1,1589,1280,172,129,-5,16
1,1761,1276,155,162,-2,21
1,1916,702,131,163,3,9
1,0,1141,119,118,11,16
1,119,1605,119,114,13,14
1,238,1605,129,117,12,15
1,367,1605,126,127,1,3
1,493,1620,140,118,6,11
1,633,1620,135,137,0,2
1,768,1620,105,143,5,-6
1,873,1620,104,138,6,-8
1,977,1620,104,137,6,-9
1,1081,1380,104,139,5,-6
1,1185,1404,107,141,5,-5
1,1292,1404,112,156,3,5
1,1404,1407,118,167,9,34
1,1522,1438,355,392,7,37
1,0,1259,110,167,9,40
1,110,1719,111,179,8,45
1,221,1722,109,180,8,51
1,330,1732,111,182,9,52
1,441,1738,120,192,5,47
1,561,1757,106,218,7,44
1,667,1763,109,117,12,15
1,776,1763,115,114,10,14
1,891,1758,116,111,9,12
1,1007,1757,119,115,1,13
1,1126,1545,125,127,-1,9
1,1251,1560,118,137,3,9
2,0,0,352,392,8,37
2,352,0,123,156,2,-3
2,475,0,162,142,-6,-9
2,637,0,139,155,-18,-4
2,776,0,125,157,-11,-2
2,901,0,127,150,-12,-6
2,1028,0,126,148,-10,-7
2,1154,0,128,178,-14,8
2,1282,0,133,204,-15,20
2,1415,0,131,251,-13,44
2,1546,0,133,265,-9,47
2,1679,0,134,269,-7,49
2,1813,0,131,271,-6,49
2,0,392,125,262,0,45
2,125,392,117,242,4,39
2,242,392,121,228,6,33
2,363,156,135,198,11,18
2,498,142,124,177,8,8
2,622,155,109,156,7,-3
2,731,157,106,156,5,-2
2,837,157,103,160,3,1
2,940,150,104,154,3,-4
2,1044,148,102,149,3,-5
2,1146,178,104,147,4,-6
2,1250,204,104,148,5,-6
2,1354,251,102,151,4,-4
2,1456,265,101,150,4,-5
2,1557,265,103,154,5,-3
2,1660,269,102,155,4,-2
2,1762,271,105,156,4,-2
2,1867,271,104,152,4,-3
2,0,654,103,152,4,-4
2,103,654,103,149,5,-6
2,206,634,104,153,4,-5
2,310,620,103,154,5,-2
2,413,354,104,156,3,-1
2,517,319,109,158,6,1
2,626,313,116,169,9,5
2,742,317,120,197,13,19
2,862,317,108,198,7,19
2,970,304,111,201,6,21
2,1081,352,206,173,6,1
2,1287,415,211,185,6,8
2,1498,424,219,189,5,11
2,1717,427,203,191,5,10
2,0,806,197,188,11,11
2,197,803,191,185,11,10
2,388,774,170,197,-2,16
2,558,482,177,200,0,17
2,735,515,183,205,2,19
2,918,525,187,207,5,20
2,1105,600,188,208,6,21
2,1293,600,185,208,5,21
2,1478,613,187,206,-1,21
2,1665,618,184,208,8,22
2,1849,618,185,208,-3,21
2,0,994,173,208,-3,21
2,173,994,175,209,8,22
2,348,988,188,209,3,22
2,536,971,138,209,15,21
2,674,720,186,204,12,18
2,860,732,184,204,11,19
2,1044,808,186,206,9,19
2,1230,808,178,204,7,19
2,1408,819,174,207,11,19
2,1582,826,178,206,5,19
2,1760,826,165,203,12,19
2,0,1202,156,203,13,20
2,156,1203,119,199,10,19
2,275,1203,99,191,4,16
2,374,1197,198,166,7,-1
3,0,0,148,152,-1,-7
3,148,0,139,151,-6,-6
3,287,0,130,163,-7,-6
3,417,0,132,167,-7,-3
3,549,0,130,176,-7,1
3,679,0,132,167,-5,2
3,811,0,142,144,-1,-8
3,0,152,147,143,1,-9
3,147,152,140,144,-1,-7
3,287,167,132,149,-4,-6
3,419,176,133,157,-3,-6
3,552,176,136,161,-5,-1
3,688,167,140,149,-5,-8
3,828,144,138,147,-6,-6
3,0,295,147,147,-1,-6
3,147,316,154,157,2,-2
3,301,333,144,154,1,-6
4,0,0,138,144,3,-7
4,138,0,145,137,2,-11
4,283,0,145,134,1,-12
4,428,0,143,133,0,-14
4,571,0,147,165,0,2
4,718,0,151,238,5,38
4,869,0,182,261,7,50
4,1051,0,177,271,14,57
4,1228,0,177,287,14,65
4,1405,0,189,268,13,56
4,1594,0,198,272,15,58
4,1792,0,198,272,15,58
4,0,144,204,269,14,56
4,204,137,212,265,15,54
4,416,165,212,265,15,54
4,628,238,201,264,13,54
4,829,261,193,265,12,55
4,1022,271,193,265,12,55
4,1215,287,185,270,15,57
4,1400,287,222,295,17,69
4,1622,272,207,283,6,62
4,1829,272,188,289,-7,63
4,0,413,186,286,3,62
4,186,413,191,286,3,62
4,377,430,193,286,3,59
4,570,502,192,146,3,-11
4,762,526,196,115,2,-27
4,958,536,166,151,7,-10
4,1124,557,149,186,5,9
4,1273,582,131,221,12,27
4,1404,582,158,240,33,38
4,1562,582,194,265,51,51
4,1756,561,214,288,61,62
4,0,699,217,287,61,61
4,217,716,205,285,57,60
4,422,716,152,240,29,37
4,574,648,128,207,16,23
4,702,648,114,191,12,14
4,816,641,109,178,9,7
4,925,687,103,162,6,0
2,679,935,355,486,3,6, mugman revive finale start
2,1032,1012,365,384,55,16
2,1395,1029,344,384,22,-30
2,1736,1029,210,338,13,-17
2,1,1404,144,204,30,27
2,145,1402,102,166,7,33
