bitmap_index,sx,sy,sw,sh,ox,oy
0,722,669,202,126,-7,0
0,924,656,184,125,3.5,1
0,1108,661,184,126,4.5,0
0,1292,663,183,125,4,0
0,1475,664,183,124,4,-0.5
0,1658,664,183,125,4.5,0
0,1841,645,176,153,-8,-2.5
0,0,847,181,129,-4.5,-15.5
0,181,847,179,116,-0.5,-24
0,360,824,178,112,-2,-25.5
0,538,804,174,104,-0.5,-29
0,712,804,173,91,0,-36
0,885,795,176,85,-0.5,-40
0,1061,787,173,86,-0.5,-39.5
0,1234,788,173,86,-0.5,-39.5
0,1407,788,173,85,-1.5,-39
0,1580,789,173,88,-2.5,-36.5
0,1753,798,174,88,-1,-35
0,0,976,171,89,-2,-34
0,171,976,191,86,-10,-39
0,362,936,185,87,-4.5,-38.5
0,547,908,159,91,6,-37.5
0,706,908,193,87,-9.5,-39
0,899,880,191,86,-9.5,-38.5
0,1090,874,191,86,-9.5,-38.5
0,1281,874,176,92,0.5,-36
0,1457,877,167,166,4.5,27.5
0,1624,886,154,202,29,13.5
0,1778,886,151,218,35,6
0,0,1065,148,224,33.5,3.5
0,148,1065,141,203,32.5,9
0,289,1062,150,177,9.5,15
0,439,1023,162,165,-35,21.5
0,601,999,412,400,-24,33
0,1013,966,419,396,-21.5,38.5
0,1432,1043,155,136,-16,35.5
0,1587,1088,155,140,-17,36
0,1742,1104,156,159,-17.5,32.5
0,1898,1104,150,165,-17.5,26
0,0,1289,148,161,3,25
0,148,1268,150,193,31.5,3
0,298,1239,139,211,35.5,-6
0,437,1239,140,214,33.5,-7.5
0,577,1399,134,202,33,1.5
0,711,1399,142,179,16,28.5
0,853,1399,153,158,-27,50
0,1006,1399,411,406,-39,58.5
0,1417,1362,408,412,-37,55
0,1825,1269,141,153,-34.5,54
0,0,1461,194,153,-60.5,53
0,194,1461,130,171,-20,39
0,324,1453,136,163,-11,20
0,460,1601,157,154,3.5,19.5
0,617,1601,175,192,9,3.5
0,792,1578,165,233,15,-1
0,957,1805,151,243,17,0
0,1108,1805,161,235,13,10.5
0,1269,1805,124,225,1.5,31.5
0,1393,1805,127,231,-3.5,13.5
1,0,0,415,442,0,22
1,415,0,430,427,-3.5,36
1,845,0,180,165,-7,45
1,1025,0,187,165,-9.5,43.5
1,1212,0,153,150,0,43
1,1365,0,134,166,-3,27.5
1,1499,0,154,169,11.5,21
1,1653,0,150,191,40,11.5
1,1803,0,149,211,44.5,0
1,0,442,150,215,45,-2.5
1,150,442,153,200,48,5.5
1,303,442,157,178,34.5,22.5
1,460,427,431,396,-34.5,37
1,891,165,415,401,-37.5,38.5
1,1306,166,151,152,-36.5,36.5
1,1457,169,153,153,-34,37
1,1610,191,150,153,-33,37
1,1760,211,140,161,-20.5,36.5
1,1900,211,141,179,-12,32
1,0,657,147,156,17.5,31
1,147,657,148,188,33,23
1,295,642,145,215,36.5,10
1,440,823,138,220,37.5,10
1,578,823,137,200,32.5,20.5
1,715,823,120,220,30.5,27.5
1,835,823,96,262,9,85
1,931,566,144,207,6.5,115
1,1075,566,397,452,6,115.5
1,1472,372,388,438,6,97
1,1860,390,126,169,8,85
1,0,813,124,180,12,63.5
1,124,845,136,179,8.5,36.5
1,260,857,167,192,-6,16
1,427,1043,153,216,19.5,29
1,580,1043,150,218,25.5,31.5
1,730,1085,146,218,24,31.5
1,876,1085,141,212,22,29.5
1,1017,1018,149,194,-1.5,21.5
1,1166,1018,160,173,-39.5,11
1,1326,1018,153,187,-14,18.5
1,1479,810,153,192,-16.5,20.5
1,1632,810,154,185,-16.5,18.5
1,1786,810,149,173,-20.5,11.5
1,0,1024,147,191,0,0
1,147,1049,148,205,21,24
1,295,1259,138,206,25,24.5
1,433,1261,152,206,29.5,24.5
1,585,1261,133,205,23,23.5
1,718,1303,140,202,10.5,25.5
1,858,1303,152,205,-30.5,29
1,1010,1297,140,197,-33,24.5
1,1150,1212,193,198,-60,25.5
1,1343,1205,130,196,-24.5,25.5
1,1473,1205,135,169,-18,7.5
1,1608,1002,156,189,-4.5,10
1,1764,995,174,217,4,23
1,0,1254,163,235,8,32.5
1,163,1465,149,242,11,35.5
1,312,1467,160,241,7.5,37
1,472,1467,123,239,2.5,37.5
1,595,1505,125,231,1,8.5
1,720,1508,178,212,-8,25.5
1,898,1508,186,218,-10.5,27
1,1084,1494,153,205,2,21
1,1237,1410,132,190,-5,12.5
1,1369,1401,153,198,-0.5,18
1,1522,1374,143,207,27,24
1,1665,1212,147,205,29,23.5
1,1812,1212,152,205,29,24
1,0,1489,152,203,29,23.5
1,152,1707,156,193,7.5,20
1,308,1708,151,188,-36.5,16.5
1,459,1736,151,190,-31.5,18
1,610,1736,149,191,-31.5,17.5
1,759,1720,139,189,-26,17
1,898,1726,140,190,-22,15
1,1038,1726,146,181,6.5,12
1,1184,1699,127,200,27.5,21.5
1,1311,1600,143,200,22.5,21.5
1,1454,1599,138,198,24.5,22.5
1,1592,1581,135,203,26.5,26
1,1727,1417,119,223,25,36
1,1846,1417,95,321,5,84
2,0,0,129,246,7,49.5
2,129,0,124,239,6,44.5
2,253,0,122,223,8,35.5
2,375,0,136,186,0.5,14.5
2,511,0,133,189,0,0
2,644,0,149,230,0,0
2,793,0,168,250,0,0
2,961,0,172,260,0,0
2,1133,0,175,266,0,0
2,1308,0,173,267,0,0
2,1481,0,177,270,0,0
2,1658,0,133,189,1.5,-1.5
2,1791,0,149,221,5.5,19.5
2,0,246,168,231,10.5,30
2,168,239,172,238,14.5,32.5
2,340,223,175,240,16.5,36
2,515,230,173,240,18,37
2,688,250,177,242,20,39
2,865,260,144,158,-15.5,-1.5
2,1009,266,142,156,-14.5,-2.5
2,1151,266,150,150,-12,-5.5
2,1301,267,143,157,-5.5,-1.5
2,1444,270,143,162,-0.5,1
2,1587,270,141,164,0,2
2,1728,221,146,162,0.5,1
2,1874,221,150,156,-5.5,-1.5
2,0,477,150,157,-10.5,-2.5
2,150,477,144,158,-13.5,-2
2,294,477,177,165,-8,2
2,471,470,200,169,5,2.5
2,671,492,198,251,3,43.5
2,869,422,210,299,7,70
2,1079,422,199,312,13.5,76.5
2,1278,432,199,312,12.5,76
2,1477,434,195,300,13.5,69.5
2,1672,434,195,306,14,72.5
2,0,635,193,309,15.5,73
2,193,642,198,283,15,59.5
2,391,642,195,247,13,43
2,586,743,208,194,4.5,15
2,794,743,202,169,2.5,2
2,996,734,188,172,-5,3
2,1184,744,173,174,-13,4
2,1357,744,130,200,-1.5,27.5
2,1487,734,128,177,6.5,34
2,1615,740,123,166,6,37
2,1738,740,131,153,1,40
2,1869,587,140,147,0,43
2,0,944,137,146,-1.5,42
2,137,944,140,145,-2,42.5
2,277,925,143,144,-2.5,43
2,420,889,146,142,-4,43
2,566,937,150,141,-1.5,43.5
2,716,937,152,144,-0.5,41.5
2,868,912,155,147,0,40
2,1023,906,159,159,0,36.5
2,1182,918,156,176,0,0
2,1338,944,156,172,-0.5,32
2,1494,911,164,192,0,0
2,1658,906,164,182,-0.5,30.5
2,1822,893,159,198,0,0
2,0,1090,159,192,0,31.5
2,159,1089,155,214,0,0
2,314,1069,155,188,1,24.5
2,469,1078,154,220,0,0
2,623,1081,154,190,1,25.5
2,777,1081,155,233,0,0
2,932,1065,155,205,1,35
2,1087,1094,154,234,0,0
2,1241,1116,154,190,2.5,26.5
2,1395,1116,100,107,-0.5,0.5
2,1495,1103,101,95,0,0
2,1596,1103,105,101,-1,-3
2,1701,1088,99,99,0.5,0
2,1800,1091,96,103,0.5,-0.5
2,1896,1091,100,97,0,2
2,0,1282,99,92,3,3
2,99,1303,98,102,3,3
2,197,1303,100,107,-0.5,6
2,297,1303,101,95,-0.5,1
2,398,1298,105,101,-0.5,-2
2,503,1298,99,99,1,1
2,602,1298,96,103,1,0
2,698,1314,100,97,1.5,2.5
2,798,1314,99,92,4.5,4
2,897,1314,98,102,5.5,3
2,995,1328,149,133,-6.5,12.5
2,1144,1328,141,103,-5.5,26
2,1285,1306,147,123,-7,15
2,1432,1223,146,111,-9,27.5
2,1578,1204,127,105,0,27.5
2,1705,1194,134,108,-5.5,26.5
2,1839,1194,126,156,5,1
2,0,1405,123,132,3,15
2,123,1410,124,144,4.5,8.5
2,247,1410,166,109,-16.5,23.5
2,413,1399,150,104,-8,25
2,563,1411,161,108,-15,25
2,724,1411,109,128,5,39
2,833,1416,109,118,9.5,33.5
2,942,1461,104,121,7,34.5
2,1046,1461,68,115,5.5,2.5
2,1114,1461,73,96,2,1.5
2,1187,1431,77,82,0,4
2,1264,1431,82,78,-1,8
2,1346,1429,79,73,-2.5,5
2,1425,1429,79,72,-2.5,5.5
2,1504,1334,80,71,-2,6
2,1584,1309,77,69,-1.5,6
2,1661,1309,112,68,4.5,6.5
2,1773,1350,106,71,-3.5,4.5
2,1879,1350,110,73,-5.5,2.5
2,0,1537,108,82,-3,-2.5
2,108,1554,101,92,-0.5,-8.5
2,209,1554,98,99,3,-11.5
2,307,1519,93,101,3.5,-14.5
2,400,1519,93,107,4.5,-15.5
2,493,1519,90,107,4.5,-16.5
2,583,1519,85,107,4.5,-14.5
2,668,1539,89,110,5.5,-14
2,757,1539,179,124,0,0
2,936,1582,195,107,0,0
2,1131,1557,161,117,0,0
2,1292,1509,145,109,0,0
2,1437,1501,125,109,0,0
2,1562,1405,110,99,0,0
2,1672,1421,113,94,0,0
2,1785,1423,133,97,0,0
2,0,1646,178,122,-37.5,-18.5
2,178,1653,191,105,-63,-32.5
2,369,1626,156,115,-79.5,-29
2,525,1649,145,108,-94.5,-33.5
2,670,1663,121,108,-167,-35.5
2,791,1663,110,97,-224,-35.5
2,901,1689,113,90,-294.5,-35.5
2,1014,1689,133,96,-371,-37.5
2,1147,1674,134,162,0,3
2,1281,1674,127,167,0,3
2,1408,1618,128,172,0,5
2,1536,1610,117,172,-2,6.5
2,1653,1515,114,172,-4.5,7
2,1767,1520,110,172,-6.5,7.5
2,1877,1520,113,171,-5.5,7.5
2,0,1768,111,167,-5.5,6
2,111,1768,115,161,-6.5,5
2,226,1758,110,165,-6.5,8
2,336,1758,112,170,-7,8
2,448,1757,113,175,-4,6.5
2,561,1771,123,173,-0.5,7.5
2,684,1771,122,170,1,6
2,806,1779,126,169,0,6
2,932,1785,130,165,1,4.5
2,1062,1836,154,155,-7.5,0.5
2,1216,1841,151,159,-9.5,0
2,1367,1841,151,166,-9,2
2,1518,1790,142,167,-12,4
2,1660,1692,138,167,-15,5.5
2,1798,1692,132,166,-15,5.5
3,0,0,134,164,-13.5,4
3,134,0,137,159,-14,4
3,271,0,135,161,-15.5,5
3,406,0,136,164,-16,5
3,542,0,141,168,-13.5,4
3,683,0,149,169,-9.5,5.5
3,832,0,148,165,-8.5,4.5
3,980,0,150,163,-8.5,4
3,1130,0,152,160,-7,3
3,1282,0,156,163,-8.5,4.5
3,1438,0,154,159,-11,0
3,1592,0,157,151,-9,-1.5
3,1749,0,155,156,-11.5,-1.5
3,0,164,155,161,-11,-0.5
3,155,161,149,159,-15.5,0
3,304,164,144,161,-18,2.5
3,448,168,140,161,-19,3
3,588,169,143,160,-19,3
3,731,169,144,159,-18.5,1.5
3,875,165,146,153,-18.5,1
3,1021,163,145,157,-20.5,3
3,1166,163,145,160,-20.5,3
3,1311,163,147,163,-16.5,1.5
3,1458,159,154,164,-12,3
3,1612,156,152,161,-10.5,2.5
3,1764,156,154,157,-10.5,1
3,0,325,156,156,-9,1
3,156,325,154,164,-7.5,5
3,310,329,150,161,-10,1.5
3,460,329,148,164,-4.5,5
3,608,329,132,167,0,5
3,740,328,148,160,-7.5,-1
3,888,320,141,158,-6,-1.5
3,1029,323,146,157,-8,-2
3,1175,326,149,132,-6,13
3,1324,326,148,159,-6.5,-0.5
3,1472,323,147,159,-6,-0.5
3,1619,317,148,131,-5.5,13.5
3,1767,313,146,160,-7.5,-1
3,0,481,147,132,-7,13
3,147,489,144,164,-9,1
3,291,490,126,161,-0.5,-0.5
3,417,493,133,161,-6,0
3,550,496,145,111,-9.5,26.5
3,695,496,144,162,-10,1
3,839,488,143,111,-9.5,26.5
3,982,480,142,162,-10,1
3,1124,480,143,110,-9.5,26
3,1267,485,142,161,-10,0.5
3,1409,485,126,160,4.5,-1
3,1535,482,121,162,2.5,0
3,1656,473,123,160,3.5,0.5
3,1779,473,126,154,4.5,1
3,1905,473,125,158,4,-1
3,0,613,126,159,4.5,-1.5
3,126,653,127,155,5,0.5
3,253,653,125,158,3.5,-1.5
3,378,654,126,154,4,0.5
3,504,654,167,160,-17.5,-2
3,671,658,149,158,-9,-2
3,820,658,161,160,-15.5,-1
3,981,642,166,160,-18,-1
3,1147,646,166,110,-17,24
3,1313,646,166,111,-16.5,23.5
3,1479,645,165,160,-17,-1
3,1644,644,164,159,-18.5,-1.5
3,1808,631,164,109,-17.5,23.5
3,0,772,110,183,4,11
3,110,808,112,175,6.5,5.5
3,222,811,109,176,4,6.5
3,331,811,158,127,-19.5,39
3,489,814,157,185,-20,11
3,646,816,108,184,3.5,10.5
3,754,818,108,127,4.5,39
3,862,818,108,184,4,11
3,970,818,109,128,4.5,39
3,1079,802,177,91,-3.5,-33.5
3,1256,757,162,138,-7.5,-10.5
4,0,0,355,486,-15,12.5
4,355,0,365,384,38,21.5
4,720,0,344,384,13,-16
4,1064,0,210,338,6,-3.5
4,1274,0,141,204,25,22.5
4,1415,0,103,166,4,32.5
4,1518,0,33,67,47.5,235.5
4,1551,0,52,103,51,238
4,1603,0,58,131,50,243.5
4,1661,0,122,165,21,257
4,1783,0,187,192,-10,260
4,0,486,224,188,-25.5,261
4,224,486,256,218,-38.5,253
4,480,384,276,237,-64.5,254
4,756,384,279,250,-64.5,254.5
4,1035,384,290,262,-70,254.5
4,1325,204,298,264,-75,255.5
4,1623,192,309,257,-80.5,261
4,0,704,313,250,-82.5,265.5
4,313,704,314,238,-83,271.5
4,627,634,315,238,-82.5,271.5
4,942,646,315,238,-82.5,271.5
4,1257,646,314,238,-83,271.5
4,1571,468,314,235,-83,272
4,0,954,314,235,-83,272
4,314,942,322,220,-87,266.5
4,636,872,299,220,-74.5,268.5
4,935,884,290,210,-70,270.5
4,1225,884,272,179,-62,255
4,1497,884,264,179,-58,255
4,1761,703,258,192,-55,247.5
4,0,1189,257,211,-54.5,238
4,257,1189,132,175,-51,206.5
4,389,1162,111,146,-65.5,159.5
4,500,1162,97,148,-67,131.5
4,597,1162,122,153,-48,91.5
4,719,1092,122,192,-28,29
4,841,1094,102,158,2.5,3
4,943,1094,111,135,1.5,-9.5
4,1054,1094,200,217,0,28
4,1254,1063,202,233,2,36.5
4,1456,1063,217,237,3.5,38
4,1673,1063,221,244,3,41
4,0,1400,234,248,0,42.5
4,234,1400,234,425,0,131
4,468,1315,193,184,0,9
4,661,1315,193,184,0,9
4,854,1252,193,183,0,9.5
4,1047,1311,192,176,2,7.5
4,1239,1311,184,171,-3,4.5
4,1423,1300,174,167,-7,2
4,1597,1307,159,161,-11,0
