bitmap_index,sx,sy,sw,sh,ox,oy,notes
0,1363,1267,86,65,0,0, mini_flower_petalA_0013
0,1449,1267,90,71,0,0, mini_flower_petalA_0014
0,1539,1293,81,73,0,0, mini_flower_petalA_0015
0,1620,1293,81,75,0,0, mini_flower_petalA_0016
0,1701,1046,81,75,0,0, mini_flower_petalB_0001
0,1782,1072,84,75,0,0, mini_flower_petalB_0002
0,1866,1072,84,72,0,0, mini_flower_petalB_0003
0,1950,1063,89,71,0,0, mini_flower_petalB_0004
0,0,1057,92,68,0,0, mini_flower_petalB_0005
0,92,1188,91,70,0,0, mini_flower_petalB_0006
0,183,1255,204,70,0,0, mini_flower_petalB_0007
0,387,1255,82,73,0,0, mini_flower_petalB_0008
0,469,1208,76,83,0,0, mini_flower_petalB_0009
0,545,1228,80,74,0,0, mini_flower_petalB_0010
0,625,1228,86,83,0,0, mini_flower_petalB_0011
0,711,1228,87,70,0,0, mini_flower_petalB_0012
0,798,1218,91,73,0,0, mini_flower_petalB_0013
0,889,1170,92,72,0,0, mini_flower_petalB_0014
0,981,1243,89,74,0,0, mini_flower_petalB_0015
0,1070,1243,83,76,0,0, mini_flower_petalB_0016
