bitmap_index,sx,sy,sw,sh,ox,oy
0,1331,330,132,164,10,7
0,1465,323,124,163,11,-1
0,975,595,103,129,0,-25
0,1079,593,154,117,20,-33
0,1235,594,250,108,95,-33
0,1485,604,273,107,119,-32
0,1757,600,291,112,137,-27
0,0,645,312,115,158,-22
0,313,682,327,125,171,-14
0,640,686,223,135,70,-2
0,866,726,126,150,-2,-4
0,995,724,124,156,0,3
0,1119,712,118,151,0,-2
0,1240,703,126,151,-2,0
0,1370,704,125,151,-2,0
0,1498,710,126,152,-2,0
0,1626,712,126,149,6,-5
0,1754,713,122,146,5,-8
0,1879,715,121,149,7,-6
0,0,761,126,148,5,-4
0,130,765,125,148,5,-4
0,257,806,127,148,5,-4
0,388,811,106,171,13,16
0,495,808,105,164,13,8
0,601,826,105,165,13,11
0,707,823,106,170,14,17
0,814,876,105,169,14,17
0,920,883,105,172,14,19
0,1028,883,116,158,-3,5
0,1147,867,120,155,-2,2
0,1271,859,116,157,-3,2
0,1388,863,119,159,-3,8
0,1509,863,118,161,-3,8
0,1585,1191,120,161,-2,9
0,1628,862,101,167,0,7
0,1728,861,96,155,-2,0
0,1826,864,97,159,-2,4
0,1925,865,100,165,-1,8
0,0,910,99,165,-1,8
0,99,916,100,165,-2,7
0,200,956,177,67,30,-86
0,201,1025,170,69,28,-86
0,379,982,146,83,30,-73
0,524,995,177,66,30,-85
0,682,1049,176,66,29,-85
0,859,1056,176,65,29,-85
0,1053,1043,138,155,13,-4
0,1194,1024,127,146,3,-11
0,1322,1025,119,148,-2,-11
0,1442,1028,119,155,-3,-4
0,1562,1028,121,162,-3,5
0,1684,1032,123,156,0,3
0,1808,1025,132,145,8,-8
0,0,1077,139,149,15,-4
0,140,1095,133,154,8,1
0,275,1094,127,150,1,-4
0,402,1064,123,151,1,-4
0,528,1064,122,155,2,2
0,653,1116,125,161,4,7
0,780,1123,127,143,2,-7
0,906,1124,137,145,12,-3
0,1164,1171,144,150,20,-3
0,1309,1175,137,164,10,7
0,1449,1190,134,175,11,10
0,1706,1187,141,147,11,-13
0,1848,1171,136,140,4,-16
0,0,1228,133,149,0,-10
0,134,1249,132,153,-1,-6
0,267,1245,127,156,-4,-1
0,393,1226,128,149,1,-3
0,522,1218,132,134,6,-18
0,654,1276,139,138,12,-14
0,793,1270,136,140,7,-12
0,929,1271,134,143,3,-11
0,1063,1321,134,148,3,-6
0,1197,1337,132,148,3,-3
0,1330,1360,128,153,3,0
0,1459,1363,127,136,1,-12
0,1586,1354,134,133,10,-15
0,1720,1335,144,139,19,-14
0,1865,1313,141,171,10,14
0,0,1397,143,168,12,5
0,145,1403,116,180,9,34
0,262,1403,123,176,19,50
0,386,1380,119,188,15,66
0,505,1354,121,178,20,58
0,627,1417,122,175,19,48
0,750,1413,120,168,19,35
0,1940,1036,108,115,14,-15
0,872,1416,95,129,3,3
0,969,1466,103,124,-12,-1
0,1074,1471,113,113,-11,-12
0,1188,1486,101,112,-10,-36
0,1291,1514,99,113,0,-36
0,1390,1514,98,129,6,-31
0,1490,1502,116,101,20,-34
1,0,0,104,170,8,15
1,104,0,108,175,11,19
1,212,0,111,175,14,20
1,323,0,110,172,12,18
1,433,0,109,171,11,16
1,542,0,113,162,7,11
1,655,0,140,147,7,-6
1,795,0,372,386,125,121
1,1167,0,371,387,124,123
1,1538,0,132,150,5,1
1,1670,0,130,149,4,0
1,1800,0,128,147,3,0
1,0,175,125,150,2,8
1,125,175,124,150,0,11
1,249,175,116,164,0,18
1,365,172,112,130,0,0
1,477,171,116,138,1,1
1,593,162,122,142,5,-1
1,715,386,125,148,9,0
1,840,386,130,164,9,1
1,970,386,130,150,4,-1
1,1100,387,114,146,17,-9
1,1214,387,110,140,15,-15
1,1324,387,111,138,14,-17
1,1435,387,106,138,11,-17
1,1541,150,115,142,14,-15
1,1656,150,130,141,3,-14
1,1786,149,164,136,1,-2
1,0,339,396,381,117,127
1,396,534,386,392,110,136
1,782,550,145,178,-9,39
1,927,550,146,183,-8,43
1,1073,536,140,187,-11,47
1,1213,533,132,193,-12,52
1,1345,525,114,198,-11,57
1,1459,525,111,211,-5,60
1,1570,292,118,123,21,1
1,1688,291,121,118,20,-3
1,1809,285,122,116,19,-5
1,0,720,123,116,15,-8
1,123,720,126,127,15,-9
1,249,720,130,125,6,-15
1,379,926,114,176,12,19
1,493,926,111,180,11,23
1,604,926,113,182,13,25
1,717,926,112,183,12,27
1,829,733,116,182,13,25
1,945,733,129,181,20,25
1,1074,723,118,180,19,12
1,1192,736,360,415,137,129
1,1552,736,360,412,137,125
1,1912,401,121,164,17,6
1,0,836,119,186,16,27
1,119,847,120,189,16,33
1,239,847,123,180,16,31
1,362,1102,127,175,21,39
1,489,1108,122,187,14,44
1,611,1109,127,131,16,12
1,738,1109,126,137,12,13
1,864,915,129,149,13,14
1,993,914,133,161,14,14
1,1126,1151,134,169,16,14
1,1260,1151,138,154,21,18
1,1398,1151,131,154,37,-2
1,1529,1151,132,155,40,0
1,1661,1148,136,155,44,-1
1,1797,1148,133,156,41,1
1,0,1036,129,157,32,1
1,129,1036,129,164,16,10
1,258,1277,193,130,25,7
1,451,1295,429,378,146,141
1,880,1320,425,389,147,151
1,1305,1305,183,135,25,13
1,1488,1306,182,145,24,23
1,1670,1304,178,145,25,23
1,1848,1304,172,155,29,33
1,0,1200,155,168,24,35
1,155,1407,143,167,17,19
1,298,1407,131,118,31,-2
1,429,1673,129,118,31,-1
1,558,1673,138,119,34,-1
1,696,1673,149,124,34,-1
1,845,1709,137,136,24,-2
1,982,1709,135,150,16,6
1,1117,1709,113,149,15,-7
1,1230,1709,112,142,15,-14
1,1342,1440,110,140,14,-16
1,1452,1451,108,143,11,-11
1,1560,1451,110,149,12,-6
1,1670,1449,119,157,17,3
1,1789,1459,118,167,19,38
1,0,1574,357,392,138,154
1,357,1791,110,184,15,60
1,467,1792,111,197,15,72
1,578,1792,109,198,14,77
1,687,1797,111,200,16,79
1,798,1845,116,123,22,2
1,914,1859,123,118,24,-3
1,1037,1859,122,114,21,-7
1,1159,1858,123,119,15,-5
1,1282,1851,128,135,17,3
1,1410,1594,126,138,21,-2
2,0,0,351,400,135,161
2,351,0,120,214,16,82
2,471,0,111,234,17,83
2,582,0,99,156,0,-1
2,681,0,101,157,3,0
2,782,0,102,155,3,-2
2,884,0,106,154,6,-3
2,990,0,107,153,6,-4
2,1097,0,98,154,0,-4
2,1195,0,101,157,3,-2
2,1296,0,102,160,5,1
2,1398,0,104,160,6,2
2,1502,0,112,166,11,8
2,1614,0,115,161,12,4
2,1729,0,121,162,17,6
2,1850,0,115,164,14,8
2,0,400,117,163,16,6
2,117,400,114,166,14,8
2,231,400,112,164,13,7
2,343,400,111,169,10,11
2,454,234,111,169,12,11
2,565,234,108,169,8,12
2,673,157,104,169,6,12
2,777,157,116,168,5,11
2,893,154,140,168,16,11
2,1033,154,152,165,19,8
2,1185,160,147,162,21,5
2,1332,160,127,155,12,-4
2,1459,166,111,153,6,-4
2,1570,166,103,154,2,-2
2,1673,162,100,155,1,-2
2,1773,164,120,172,11,13.5
2,1893,164,146,183,28,24.5
2,0,566,170,189,44,31.5
2,170,569,188,191,63,33.5
2,358,569,197,192,73,35.5
2,555,403,196,193,72,37
2,751,326,195,194,69,38
2,946,322,195,194,69,38
2,1141,322,196,195,69,39.5
2,1337,319,189,192,62,36.5
2,1526,320,193,189,52,32.5
2,1719,347,212,183,44,23.5
2,0,760,197,176,25,17.5
2,197,760,140,153,6,-3.5
2,337,761,150,163,9,5.5
2,487,761,153,166,10,9.5
2,640,596,150,175,8,17.5
2,790,520,151,183,8,25.5
2,941,520,153,189,9,32.5
2,1094,517,150,192,8,34.5
2,1244,517,151,196,9,38.5
2,1395,511,153,198,10,41.5
2,1548,509,150,202,8,44.5
2,1698,530,151,204,8,46.5
2,1849,530,153,210,9,53.5
2,0,936,150,216,8,58.5
2,150,936,151,218,8,60.5
2,301,924,153,220,10,63.5
2,454,927,150,224,8,66.5
2,604,927,151,228,8,70.5
2,755,771,156,227,17,69.5
2,911,709,154,229,18,71.5
2,1065,709,153,232,19,74.5
2,1218,713,158,235,22,77.5
2,1376,713,156,232,22,75
2,1532,711,160,234,24,75.5
2,1692,734,145,236,9,77.5
2,1837,740,141,236,4,76.5
2,0,1152,142,236,6,77.5
2,142,1154,136,238,6,79.5
2,278,1154,125,242,4,81.5
2,403,1151,116,241,5,81.5
2,519,1155,112,241,6,82.5
2,631,1155,105,225,3,66.5
3,0,0,139,154,22,-5
3,139,0,146,147,24,-13
3,285,0,146,141,24,-18
3,431,0,144,142,22,-18
3,575,0,148,163,24,3
3,723,0,152,241,31,81
3,875,0,183,259,50,100
3,1058,0,178,269,56,112
3,1236,0,178,290,56,133
3,1414,0,190,266,61,109
3,1604,0,199,270,66,112
3,1803,0,199,270,66,112
3,0,154,205,265,69,107
3,205,147,213,263,74,105
3,418,163,213,265,74,107
3,631,241,202,261,66,103
3,833,259,194,263,61,105
3,1027,269,200,285,67,127
3,1227,290,186,269,60,110
3,1413,290,223,291,78,133
3,1636,270,208,281,60,123
3,1844,270,189,287,38,127
3,0,419,187,284,47,124
3,187,419,192,284,49,124
3,379,428,194,284,50,121
3,573,502,193,144,50,-18
3,766,522,197,110,51,-52
3,963,554,167,149,41,-14
3,1130,559,150,183,30,21
3,1280,581,134,219,30,58
3,1414,581,159,243,62,83
3,1573,581,202,262,105,103
3,1775,557,234,297,137,137
3,0,703,231,294,132,133
3,231,712,227,291,130,130
3,458,712,153,252,55,91
3,611,646,129,219,30,60
3,740,646,115,199,19,40
3,855,703,112,184,15,24
3,967,703,110,160,14,1
2,757,998,355,486,112,152
2,1110,948,365,384,171,116
2,1473,970,344,384,133,88
2,1814,976,210,338,63,71
2,0,1387,142,204,45,45
2,142,1391,102,166,6,40
0,1229,1642,242,204,52,73.5, scared mausoleum
